ImageNumber,resource,OrderNumber,Title,VUtemp_ImageTitle,VUtemp_keywords,TitleLargerEntity,LocationCountry,Description,Culture,StylePeriod,DateCreation,CreatorArtist,Technique,Material,MeasurementDimension,LocationCurrentSite,Notes,DateCreated,DateUpdated,StaffNotes,DateDigitized,SourcePage,Fig. No,SourceTitle,SourceAuthor,CopyrightStatement,SourceCallNo,SourceISBN,SourcePubYear,SourcePubCity,SourcePublisher,PubVolume,PubIssue,MDID_Source,LocationCreationSite,MDID_Location,MDID_title,
59783,59783,2035,The Parthenon  ,"North frieze XXXVIII, detail: rider on horseback",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,8,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; North frieze XXXVIII, detail: rider on horseback",
59784,59784,2035,The Parthenon  ,"South frieze XLIV, detail from the cattle drive: male youths restraining a bull",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,," Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,10,fig. 1 ,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; South frieze XLIV, detail from the cattle drive: male youths restraining a bull",
59785,59785,2035,"An Assemblage of
Works of Art in Sculpture and Painting", , ,,Britain, ,British,,1845,"Stephanoff, James (ca.1788-1874)",watercolor painting,watercolor on paper,,"British Museum, London",,40443,,,40444,19,fig. 12,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,, ;  ,
59786,59786,2035,The Parthenon  ,Diagram showing the subjects of the Parthenon sculptures,Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece",,40443,,,40444,35,fig. 31,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,The Parthenon  ; Diagram showing the subjects of the Parthenon sculptures,
59787,59787,2035,The Parthenon  ,"East pediment, Birth of Athena, drawing based on relief carving on a Roman altar, now in Madrid",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Madrid, Spain",,40443,,,40444,36,fig. 32,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; East pediment, Birth of Athena, drawing based on relief carving on a Roman altar, now in Madrid",
59788,59788,2035,The Parthenon  ,"East pediment, Birth of Athena, detail: Dionysos reclining on a rock cushioned with the pelt of a panther",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,51,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; East pediment, Birth of Athena, detail: Dionysos reclining on a rock cushioned with the pelt of a panther",
59789,59789,2035,The Parthenon  ,"East pediment, Birth of Athena, detail: drapery of two goddesses frames the wooden boxes (probably gilded) upon which they are seated",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,52,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; East pediment, Birth of Athena, detail: drapery of two goddesses frames the wooden boxes (probably gilded) upon which they are seated",
59790,59790,2035,The Parthenon  ,"East pediment, Birth of Athena, detail: head of the horse of Selene pulling her chariot across the darkened sky",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,60,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; East pediment, Birth of Athena, detail: head of the horse of Selene pulling her chariot across the darkened sky",
59791,59791,2035,The Parthenon  ,"West pediment, Contest of Athena and Poseidon, detail: fragment of Athena's upper torso",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,66,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; West pediment, Contest of Athena and Poseidon, detail: fragment of Athena's upper torso",
59792,59792,2035,The Parthenon  ,"West pediment, Contest of Athena and Poseidon, detail: Iris  ",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,67,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; West pediment, Contest of Athena and Poseidon, detail: Iris  ",
59793,59793,2035,The Parthenon  ,"South metope 2, Lapiths and Centaurs, detail: Lapith gripping the Centaur in a headlock",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,70,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; South metope 2, Lapiths and Centaurs, detail: Lapith gripping the Centaur in a headlock",
59794,59794,2035,The Parthenon  ,"South metope 28, Lapiths and Centaurs, detail: the Centaur rearing in triumph over the body of the dying Lapith on the ground",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,75,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; South metope 28, Lapiths and Centaurs, detail: the Centaur rearing in triumph over the body of the dying Lapith on the ground",
59795,59795,2035,The Parthenon  ,"South metope 30, Lapiths and Centaurs, detail: the crouching Lapith and the rearing Centaur deliver and receive blows in a tangle of human and animal limbs",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,79,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"The Parthenon  ; South metope 30, Lapiths and Centaurs, detail: the crouching Lapith and the rearing Centaur deliver and receive blows in a tangle of human and animal limbs",
59796,59796,2035,The Parthenon  ,"South metope 31, Lapiths and Centaurs, detail: the Centaur's face as a grimacing mask",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,80,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007", ,,"South metope 31, Lapiths and Centaurs, detail: the Centaur's face as a grimacing mask; South metope 31, Lapiths and Centaurs, detail: the Centaur's face as a grimacing mask",
59797,59797,2035,The Parthenon  ,"South frieze XXVI, chariot race, detail: footsoldier standing near the horses, with extended arm of a marshal on the other side",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,95,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon  ; South frieze XXVI, chariot race, detail: footsoldier standing near the horses, with extended arm of a marshal on the other side",
59798,59798,2035,The Parthenon  ,"South frieze XLV, detail from the cattle drive: handlers walking alongside a cow that is sniffing the ground  ",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,100,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon  ; South frieze XLV, detail from the cattle drive: handlers walking alongside a cow that is sniffing the ground  ",
59799,59799,2035,The Parthenon  ,"East frieze V, detail of Hera performing the wedding ritual of unveiling herself to her husband, Zeus",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,115,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon  ; East frieze V, detail of Hera performing the wedding ritual of unveiling herself to her husband, Zeus",
59800,59800,2035,The Parthenon  ,"East frieze V, detail of a priest and a child folding (or unfolding) the sacred peplos",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,116,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon  ; East frieze V, detail of a priest and a child folding (or unfolding) the sacred peplos",
59801,59801,2035,The Parthenon  ,"North frieze XLI, detail: horsemen of the cavalcade with each rank fronted by a distinctive rider",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,132,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon  ; North frieze XLI, detail: horsemen of the cavalcade with each rank fronted by a distinctive rider",
59802,59802,2035,The Parthenon  ,"North frieze XXXVII, detail: horseman of the cavalcade riding alongside another horse",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,133,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon  ; North frieze XXXVII, detail: horseman of the cavalcade riding alongside another horse",
59803,59803,2035,The Parthenon,"North frieze XLVII, detail: male youth looks back as he holds the bridle of the rearing horse",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,138,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon; North frieze XLVII, detail: male youth looks back as he holds the bridle of the rearing horse",
59804,59804,2035,The Parthenon,"West frieze II, detail: male youth with flowing locks and cloak turns around on his horse to check on his fellow rider behind him",Athenian Acropolis,,Greece,,Greek,High Classical,ca. 447-438 BCE (Parthenon); ca. 438-432 BCE (sculpture),"architects, Iktinos and Kallikrates (active 5th century BCE); sculptor, Phidias (ca. 500-ca. 432 BCE)",architecture,marble,,"Acropolis, Athens, Greece","British Museum, London (repository)",40443,,,40444,140,,The Parthenon Sculptures in the British Museum,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard",© 2007 The Trustees of the British Museum,NB 92 J46 2007,978-0-7141-2261-8,2007,"London, United Kingdom",The British Museum Press,,,"Jenkins, Ian with photographs by Ivor Kerslake and Dudley Hubbard; The Parthenon Sculptures in the British Museum; The British Museum Press; London, United Kingdom; 2007",,,"The Parthenon; West frieze II, detail: male youth with flowing locks and cloak turns around on his horse to check on his fellow rider behind him",
59805,59805,2036,Roman villa in Freddara (Allumiere),ground plan and elevation drawings showing some phases of the excavations and assumptions on the evolution of the structures,,,Etruria,,Etruscan,, ,unknown,architecture,,,,,40443,,,,127,fig. 134,Caere E Il Suo Territorio Da Agylla A Centumcellae,"Maffei, Antonio and Francesco Nastasi",© dell'Instituto Poligrafico e Zecca dello Stato,DG 70. C39 C35 1990,978-8-8240-0031-4,1990,"Rome, Italy",Liberia Dello Stato,,,"Maffei, Antonio and Francesco Nastasi; Caere E Il Suo Territorio Da Agylla A Centumcellae; Liberia Dello Stato; Rome, Italy; 1990",,,Roman villa in Freddara (Allumiere); ground plan and elevation drawings showing some phases of the excavations and assumptions on the evolution of the structures,
59806,59806,2036,Villa at Pontone di Valle Sbotta,detail of mosaic,,,Etruria,,Etruscan,,,unknown,architecture,,,,,40443,,,,235,fig. 296,Caere E Il Suo Territorio Da Agylla A Centumcellae,"Maffei, Antonio and Francesco Nastasi",© dell'Instituto Poligrafico e Zecca dello Stato,DG 70. C39 C35 1990,978-8-8240-0031-4,1990,"Rome, Italy",Liberia Dello Stato,,,"Maffei, Antonio and Francesco Nastasi; Caere E Il Suo Territorio Da Agylla A Centumcellae; Liberia Dello Stato; Rome, Italy; 1990",,,Villa at Pontone di Valle Sbotta; detail of mosaic,
59807,59807,2036,Slab with floral motif,,,,Etruria,,Etruscan,,200's BCE,unknown,architecture,,,,,40443,,,,292,fig. 373 ,Caere E Il Suo Territorio Da Agylla A Centumcellae,"Maffei, Antonio and Francesco Nastasi",© dell'Instituto Poligrafico e Zecca dello Stato,DG 70. C39 C35 1990,978-8-8240-0031-4,1990,"Rome, Italy",Liberia Dello Stato,,,"Maffei, Antonio and Francesco Nastasi; Caere E Il Suo Territorio Da Agylla A Centumcellae; Liberia Dello Stato; Rome, Italy; 1990",,,Slab with floral motif; Slab with floral motif,
59808,59808,2036,Antefix with figure,,,,Etruria,,Etruscan,,200's BCE,unknown,architecture,,,,,40443,,,,292,fig. 374,Caere E Il Suo Territorio Da Agylla A Centumcellae,"Maffei, Antonio and Francesco Nastasi",© dell'Instituto Poligrafico e Zecca dello Stato,DG 70. C39 C35 1990,978-8-8240-0031-4,1990,"Rome, Italy",Liberia Dello Stato,,,"Maffei, Antonio and Francesco Nastasi; Caere E Il Suo Territorio Da Agylla A Centumcellae; Liberia Dello Stato; Rome, Italy; 1990",,,Antefix with figure,
59809,59809,2036,Slab with floral motif,,,,Etruria,,Etruscan,,200's BCE,unknown,architecture,,,,,40443,,,,293,fig. 375,Caere E Il Suo Territorio Da Agylla A Centumcellae,"Maffei, Antonio and Francesco Nastasi",© dell'Instituto Poligrafico e Zecca dello Stato,DG 70. C39 C35 1990,978-8-8240-0031-4,1990,"Rome, Italy",Liberia Dello Stato,,,"Maffei, Antonio and Francesco Nastasi; Caere E Il Suo Territorio Da Agylla A Centumcellae; Liberia Dello Stato; Rome, Italy; 1990",,,Slab with floral motif,
59810,59810,2036,Slab with floral motif,,,,Etruria,,Etruscan,,200's BCE,unknown,architecture,,,,,40443,,,,293,fig. 376,Caere E Il Suo Territorio Da Agylla A Centumcellae,"Maffei, Antonio and Francesco Nastasi",© dell'Instituto Poligrafico e Zecca dello Stato,DG 70. C39 C35 1990,978-8-8240-0031-4,1990,"Rome, Italy",Liberia Dello Stato,,,"Maffei, Antonio and Francesco Nastasi; Caere E Il Suo Territorio Da Agylla A Centumcellae; Liberia Dello Stato; Rome, Italy; 1990",,,Slab with floral motif,
59811,59811,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,Shanxi province,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59812,59812,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59813,59813,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59814,59814,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59815,59815,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59816,59816,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59817,59817,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59818,59818,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59819,59819,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59820,59820,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59821,59821,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59822,59822,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59823,59823,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59824,59824,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59825,59825,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59826,59826,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
